knth_n_quickselect;2000;5;A;1;28000
knth_n_quickselect;4000;5;A;2;56000
knth_n_quickselect;8000;5;A;3;91000
knth_n_quickselect;16000;5;A;4;90000
knth_n_quickselect;32000;5;A;5;369000
knth_n_quickselect;64000;5;A;6;453000
knth_n_quickselect;128000;5;A;7;692000
knth_n_quickselect;256000;5;A;8;298000
knth_n_quickselect;512000;5;A;9;2255000
knth_n_quickselect;1024000;5;A;10;12943000
knth_n_quickselect;2048000;5;A;11;28948000
knth_n_quickselect;4096000;5;A;12;43283000
knth_n_quickselect;8192000;5;A;13;98262000
knth_n_quickselect;16384000;5;A;14;125475000
knth_n_quickselect;32768000;5;A;15;156075000

knth_n_quickselect;2000;7;A;1;28000
knth_n_quickselect;4000;8;A;2;56000
knth_n_quickselect;8000;8;A;3;91000
knth_n_quickselect;16000;9;A;4;82000
knth_n_quickselect;32000;10;A;5;368000
knth_n_quickselect;64000;11;A;6;460000
knth_n_quickselect;128000;11;A;7;631000
knth_n_quickselect;256000;12;A;8;267000
knth_n_quickselect;512000;13;A;9;3351000
knth_n_quickselect;1024000;13;A;10;12862000
knth_n_quickselect;2048000;14;A;11;39069000
knth_n_quickselect;4096000;15;A;12;43202000
knth_n_quickselect;8192000;15;A;13;98995000
knth_n_quickselect;16384000;16;A;14;124254000
knth_n_quickselect;32768000;17;A;15;156049000

knth_n_quickselect;2000;44;A;1;27000
knth_n_quickselect;4000;63;A;2;52000
knth_n_quickselect;8000;89;A;3;85000
knth_n_quickselect;16000;126;A;4;93000
knth_n_quickselect;32000;178;A;5;413000
knth_n_quickselect;64000;252;A;6;475000
knth_n_quickselect;128000;357;A;7;634000
knth_n_quickselect;256000;505;A;8;266000
knth_n_quickselect;512000;715;A;9;2289000
knth_n_quickselect;1024000;1011;A;10;13043000
knth_n_quickselect;2048000;1431;A;11;28449000
knth_n_quickselect;4096000;2023;A;12;43314000
knth_n_quickselect;8192000;2862;A;13;97701000
knth_n_quickselect;16384000;4047;A;14;122797000
knth_n_quickselect;32768000;5724;A;15;166737000

knth_n_quickselect;2000;1000;A;1;52000
knth_n_quickselect;4000;2000;A;2;75000
knth_n_quickselect;8000;4000;A;3;179000
knth_n_quickselect;16000;8000;A;4;339000
knth_n_quickselect;32000;16000;A;5;772000
knth_n_quickselect;64000;32000;A;6;731000
knth_n_quickselect;128000;64000;A;7;4104000
knth_n_quickselect;256000;128000;A;8;4504000
knth_n_quickselect;512000;256000;A;9;8388000
knth_n_quickselect;1024000;512000;A;10;14025000
knth_n_quickselect;2048000;1024000;A;11;37995000
knth_n_quickselect;4096000;2048000;A;12;70933000
knth_n_quickselect;8192000;4096000;A;13;177033000
knth_n_quickselect;16384000;8192000;A;14;302778000
knth_n_quickselect;32768000;16384000;A;15;414407000

knth_n_quickselect;33554432;5;B;1;27000000
knth_n_quickselect;33554432;5;B;2;27024000
knth_n_quickselect;33554432;5;B;3;26853000
knth_n_quickselect;33554432;5;B;4;33435000
knth_n_quickselect;33554432;5;B;5;27810000
knth_n_quickselect;33554432;5;B;6;31908000
knth_n_quickselect;33554432;5;B;7;27264000
knth_n_quickselect;33554432;5;B;8;26780000
knth_n_quickselect;33554432;5;B;9;27092000
knth_n_quickselect;33554432;5;B;10;28183000
knth_n_quickselect;33554432;5;B;11;26917000
knth_n_quickselect;33554432;5;B;12;31595000
knth_n_quickselect;33554432;5;B;13;27132000
knth_n_quickselect;33554432;5;B;14;26981000
knth_n_quickselect;33554432;5;B;15;27208000
knth_n_quickselect;33554432;5;B;16;27615000
knth_n_quickselect;33554432;5;B;17;27125000
knth_n_quickselect;33554432;5;B;18;27095000
knth_n_quickselect;33554432;5;B;19;27232000
knth_n_quickselect;33554432;5;B;20;27371000
knth_n_quickselect;33554432;5;B;21;115636000
knth_n_quickselect;33554432;5;B;22;102534000
knth_n_quickselect;33554432;5;B;23;230383000
knth_n_quickselect;33554432;5;B;24;269576000
knth_n_quickselect;33554432;5;B;25;284493000

knth_n_quickselect;33554432;17;B;1;27392000
knth_n_quickselect;33554432;17;B;2;26980000
knth_n_quickselect;33554432;17;B;3;26744000
knth_n_quickselect;33554432;17;B;4;27977000
knth_n_quickselect;33554432;17;B;5;28096000
knth_n_quickselect;33554432;17;B;6;26852000
knth_n_quickselect;33554432;17;B;7;29064000
knth_n_quickselect;33554432;17;B;8;28056000
knth_n_quickselect;33554432;17;B;9;26771000
knth_n_quickselect;33554432;17;B;10;26958000
knth_n_quickselect;33554432;17;B;11;28350000
knth_n_quickselect;33554432;17;B;12;27899000
knth_n_quickselect;33554432;17;B;13;33679000
knth_n_quickselect;33554432;17;B;14;28471000
knth_n_quickselect;33554432;17;B;15;29115000
knth_n_quickselect;33554432;17;B;16;30463000
knth_n_quickselect;33554432;17;B;17;27086000
knth_n_quickselect;33554432;17;B;18;26937000
knth_n_quickselect;33554432;17;B;19;26922000
knth_n_quickselect;33554432;17;B;20;27229000
knth_n_quickselect;33554432;17;B;21;115326000
knth_n_quickselect;33554432;17;B;22;98709000
knth_n_quickselect;33554432;17;B;23;292914000
knth_n_quickselect;33554432;17;B;24;301810000
knth_n_quickselect;33554432;17;B;25;282837000

knth_n_quickselect;33554432;5792;B;1;34271000
knth_n_quickselect;33554432;5792;B;2;36015000
knth_n_quickselect;33554432;5792;B;3;41166000
knth_n_quickselect;33554432;5792;B;4;40364000
knth_n_quickselect;33554432;5792;B;5;30651000
knth_n_quickselect;33554432;5792;B;6;32529000
knth_n_quickselect;33554432;5792;B;7;30624000
knth_n_quickselect;33554432;5792;B;8;31516000
knth_n_quickselect;33554432;5792;B;9;31627000
knth_n_quickselect;33554432;5792;B;10;31074000
knth_n_quickselect;33554432;5792;B;11;32871000
knth_n_quickselect;33554432;5792;B;12;33224000
knth_n_quickselect;33554432;5792;B;13;36643000
knth_n_quickselect;33554432;5792;B;14;28618000
knth_n_quickselect;33554432;5792;B;15;29679000
knth_n_quickselect;33554432;5792;B;16;28915000
knth_n_quickselect;33554432;5792;B;17;30389000
knth_n_quickselect;33554432;5792;B;18;30246000
knth_n_quickselect;33554432;5792;B;19;28223000
knth_n_quickselect;33554432;5792;B;20;29210000
knth_n_quickselect;33554432;5792;B;21;121027000
knth_n_quickselect;33554432;5792;B;22;114417000
knth_n_quickselect;33554432;5792;B;23;241448000
knth_n_quickselect;33554432;5792;B;24;305798000
knth_n_quickselect;33554432;5792;B;25;302838000

knth_n_quickselect;33554432;16777216;B;1;273462000
knth_n_quickselect;33554432;16777216;B;2;289078000
knth_n_quickselect;33554432;16777216;B;3;395912000
knth_n_quickselect;33554432;16777216;B;4;273054000
knth_n_quickselect;33554432;16777216;B;5;338058000
knth_n_quickselect;33554432;16777216;B;6;344494000
knth_n_quickselect;33554432;16777216;B;7;282939000
knth_n_quickselect;33554432;16777216;B;8;275596000
knth_n_quickselect;33554432;16777216;B;9;308208000
knth_n_quickselect;33554432;16777216;B;10;285821000
knth_n_quickselect;33554432;16777216;B;11;269635000
knth_n_quickselect;33554432;16777216;B;12;290493000
knth_n_quickselect;33554432;16777216;B;13;252197000
knth_n_quickselect;33554432;16777216;B;14;264949000
knth_n_quickselect;33554432;16777216;B;15;250515000
knth_n_quickselect;33554432;16777216;B;16;254660000
knth_n_quickselect;33554432;16777216;B;17;242845000
knth_n_quickselect;33554432;16777216;B;18;227437000
knth_n_quickselect;33554432;16777216;B;19;292350000
knth_n_quickselect;33554432;16777216;B;20;249941000
knth_n_quickselect;33554432;16777216;B;21;377603000
knth_n_quickselect;33554432;16777216;B;22;255493000
knth_n_quickselect;33554432;16777216;B;23;477413000
knth_n_quickselect;33554432;16777216;B;24;549886000
knth_n_quickselect;33554432;16777216;B;25;593183000
